-33.411423,-37.543562,7324rtqsckv3
-124.463016,-17.877759,3hz6rc2y980t
-95.049144,-44.081050,3bhmjp7362tq
-58.691025,-59.092486,4tqrb6w3rfpy
78.022225,61.435682,vdzmx2n0c95w
72.788517,50.895593,v95c836br6hn
82.578648,-24.598828,mgdsp1gvmyng
163.463740,85.788075,zxk0p9nxv0qb
-129.092450,-8.965181,3nkhyrvwpchs
117.772650,-29.996175,qdetrgr7tesy
-72.345388,-15.733237,6mhw3xzeq20c
-141.688304,13.127875,8f74xvcerjr0
90.237462,-6.607633,qnb4mmhgtrbt
-55.744314,-62.122865,4ubqedbhp6dg
147.578208,78.887456,zq0by1p0trxs
-52.607666,-5.821412,6yfwfuhrbd1h
-72.840533,-31.086642,66kpnkz5htcv
-114.784364,-69.498580,17wksh0t6mwt
-175.117339,-29.171616,24g6p17rn0xu
59.002372,72.518431,vkcuw9s4qzm6
64.675092,11.682030,t6jfrwwuyb5z
-92.555383,-31.065667,3fqpmbejr7bq
154.641973,-12.253659,rmvfqcqc70ks
56.751178,20.190604,t786g7sfy33k
75.336357,70.680631,vstd474282e6
123.206711,-56.073583,nwp958h7sqw2
-173.758223,16.156719,84u7yj1peywq
-139.492759,-0.046440,2zuz9z83rnun
-156.674557,79.467762,bw0s4f9j60wc
93.875565,-26.744484,q54zb5q454yd
136.232459,27.717421,xhbvsjc3wmu0
53.975243,24.164985,thq3kppe4rdn
98.223278,77.983014,yjvgehk5br2q
-35.002820,67.442160,g5zpemrxp1v
5.874296,2.132222,s0khjsjt14bx
-89.598570,-22.410465,6h0290k39fxc
25.539957,63.123996,ue4pj5meujsp
33.574784,38.167628,swzchh0qt1t3
177.784561,-73.580048,pfymmt4v0sbu
-173.548891,75.100269,bjke4z9dc8zd
-147.910223,68.799237,bsnz6hx0d524
103.560676,16.033867,w6cehwfs49ky
39.737220,21.902232,sguk85pv8rfy
-103.036494,-48.147653,1xqwp6gpedvw
123.484114,-53.732156,nwry3fq7s2jh
-127.392145,-53.546654,1nmrmh5u5u5z
147.666236,34.342709,xq1525zkb8yn
125.090520,47.443133,yb2vysb0k3h0
3.387269,-4.482363,kp4qt04834fz
105.794642,-13.728257,qme1zkv71g6t
40.422832,-41.905153,kbs9xg7hb321
40.505529,41.525845,szku1xx1x4xd
37.466881,24.697842,su6ss84e3e7q
-118.466931,32.622578,9mgc84z023mc
-7.811392,-60.265048,5v63njpftkgc
-49.573658,-60.242283,4vk9rcjx6092
120.148162,17.538189,wej7y09pr56u
-149.208103,13.981166,8dmzs9jypnnx
-102.336022,24.422943,9sr4zq11vye3
58.473388,21.733846,t7cedse0bdw3
83.942789,7.627001,tc7eqhmq8b01
-33.467040,0.313959,e201y3nhcqnq
-105.834053,68.324652,cshsxwjgzy62
-163.301584,-47.510766,0receyzmtr33
-75.325420,57.168996,f64mjzm9w3rb
166.037801,11.346033,xdn0d33p3jvg
68.957169,65.361652,ve95c4tp4rpc
11.732345,-63.487338,hk8qffrprqqt
-99.914419,63.581022,cg2cwqsd3393
-147.360325,27.404303,8sz5ysz3xs3d
47.252732,78.521453,vjcweq2ks7y8
70.459748,-27.830945,me41eme0zpu4
44.317196,-80.660906,hcxt0knu1t23
136.196987,-37.033176,r12v74rd5gdh
-135.259997,54.372932,bcxv6469m9hj
133.339565,47.717608,ybqz6nwzjncg
-157.801568,-80.653476,03xv1jkrkyqe
26.651739,48.791269,u8dvw6pjwxbb
-77.319600,67.455915,f7cp8xcx4tzw
-85.826003,-86.178471,40dvwzxqj0ts
-125.585124,69.591817,chqeyhz9wwbq
-39.669454,9.938989,e1gb933df9z4
-86.471065,65.590554,f5dt0k3swjkw
67.286091,48.584387,v2xu7hs0xd1v
-62.571490,-81.311339,49e92jsz4eg3
-21.469792,-44.711631,7809xkqpvefu
-18.998755,-7.288976,7wdqx9jd8umk
51.271178,12.708729,t4k2q9w99nc1
163.731860,-45.497545,pxumjv3vsfgs
-13.537173,1.669371,e8q37zysc121
-19.913004,-42.841980,783u6bgg3kh4
177.924053,21.982474,xgyt0cb34yjt
166.044822,68.680630,zsnndqyjsv3h
-27.056237,-50.687087,5quz8kdnrfpk
-103.028925,-60.312556,1tq8zs2tuh9m
-36.700012,71.990368,ghvcsc7y79r8
98.125075,-68.981410,n5tz8fk6pvpj
29.661317,-33.479646,kdj1dcnwyv8u
-77.856114,-77.315091,4628hm4yvn3t
16.845276,67.174269,u7gypkdq7rk4
-83.738745,3.818813,d0smwrpq1y64
-80.330471,-15.935265,6jnvk514k773
-20.465153,-45.906898,5xc6y6cszmgy
98.698900,44.360308,wpyhmgw3e0cb
85.304822,-9.854196,myhxvnj54ktx
-20.405437,81.794401,gw93rdjnyv7r
-147.695809,53.557739,b9wbxjghqnnt
-156.315518,16.746738,8dbz6bwsb6jz
89.582258,-3.579054,mzrewkry3zuz
-60.949175,23.673160,dshwtjd4jkc5
-107.367716,-15.601218,3t5xhzchqfhm
